[UTIL]: Setting the config -c file to /usr/local/etc/flexric/flexric.conf
[UTIL]: Setting path -p for the shared libraries to /usr/local/lib/flexric/
[xAapp]: Initializing ... 
[xApp]: nearRT-RIC IP Address = 192.168.70.150, PORT = 36422
[E2 AGENT]: Opening plugin from path = /usr/local/lib/flexric/libkpm_sm.so 
[E2 AGENT]: Opening plugin from path = /usr/local/lib/flexric/libmac_sm.so 
[E2 AGENT]: Opening plugin from path = /usr/local/lib/flexric/libpdcp_sm.so 
[E2 AGENT]: Opening plugin from path = /usr/local/lib/flexric/libgtp_sm.so 
[E2 AGENT]: Opening plugin from path = /usr/local/lib/flexric/librc_sm.so 
[E2 AGENT]: Opening plugin from path = /usr/local/lib/flexric/libtc_sm.so 
[E2 AGENT]: Opening plugin from path = /usr/local/lib/flexric/librlc_sm.so 
[E2 AGENT]: Opening plugin from path = /usr/local/lib/flexric/libslice_sm.so 
[NEAR-RIC]: Loading SM ID = 2 with def = ORAN-E2SM-KPM 
[NEAR-RIC]: Loading SM ID = 142 with def = MAC_STATS_V0 
[NEAR-RIC]: Loading SM ID = 144 with def = PDCP_STATS_V0 
[NEAR-RIC]: Loading SM ID = 148 with def = GTP_STATS_V0 
[NEAR-RIC]: Loading SM ID = 3 with def = ORAN-E2SM-RC 
[NEAR-RIC]: Loading SM ID = 146 with def = TC_STATS_V0 
[NEAR-RIC]: Loading SM ID = 143 with def = RLC_STATS_V0 
[NEAR-RIC]: Loading SM ID = 145 with def = SLICE_STATS_V0 
[xApp]: DB filename = /tmp/flexric/xapp_db 
 [xApp]: E42 SETUP-REQUEST tx
[xApp]: E42 SETUP-RESPONSE rx 
[xApp]: xApp ID = 98 
[xApp]: Registered E2 Nodes = 3 
Connected E2 nodes = 3
[xAPP] Registered node 0 ran func id = 2 
 [xAPP] Registered node 0 ran func id = 3 
 [xAPP] Registered node 0 ran func id = 142 
 [xAPP] Registered node 0 ran func id = 143 
 [xAPP] Registered node 0 ran func id = 144 
 [xAPP] Registered node 0 ran func id = 145 
 [xAPP] Registered node 0 ran func id = 146 
 [xAPP] Registered node 0 ran func id = 148 
 [xApp]: E42 RIC SUBSCRIPTION REQUEST tx RAN_FUNC_ID 144 RIC_REQ_ID 1 
[xApp]: SUBSCRIPTION RESPONSE rx
[xApp]: Successfully subscribed to RAN_FUNC_ID 144 
[xAPP] Registered node 1 ran func id = 2 
 [xAPP] Registered node 1 ran func id = 3 
 [xAPP] Registered node 1 ran func id = 142 
 [xAPP] Registered node 1 ran func id = 143 
 [xAPP] Registered node 1 ran func id = 144 
 [xAPP] Registered node 1 ran func id = 145 
 [xAPP] Registered node 1 ran func id = 146 
 [xAPP] Registered node 1 ran func id = 148 
 [xApp]: E42 RIC SUBSCRIPTION REQUEST tx RAN_FUNC_ID 144 RIC_REQ_ID 2 
[xApp]: SUBSCRIPTION RESPONSE rx
[xApp]: Successfully subscribed to RAN_FUNC_ID 144 
[xAPP] Registered node 2 ran func id = 2 
 [xAPP] Registered node 2 ran func id = 3 
 [xAPP] Registered node 2 ran func id = 142 
 [xAPP] Registered node 2 ran func id = 143 
 [xAPP] Registered node 2 ran func id = 144 
 [xAPP] Registered node 2 ran func id = 145 
 [xAPP] Registered node 2 ran func id = 146 
 [xAPP] Registered node 2 ran func id = 148 
 [xApp]: E42 RIC SUBSCRIPTION REQUEST tx RAN_FUNC_ID 144 RIC_REQ_ID 3 
[xApp]: SUBSCRIPTION RESPONSE rx
[xApp]: Successfully subscribed to RAN_FUNC_ID 144 
112[UE 5 | RB 1] Throughput = 0.71833 Mbps | SE = 0.01882 bit/s/Hz
222[UE 5 | RB 1] Throughput = 1.20151 Mbps | SE = 0.03149 bit/s/Hz
322[UE 5 | RB 1] Throughput = 1.19787 Mbps | SE = 0.03139 bit/s/Hz
422[UE 5 | RB 1] Throughput = 0.95695 Mbps | SE = 0.02508 bit/s/Hz
532[UE 5 | RB 1] Throughput = 0.98103 Mbps | SE = 0.02571 bit/s/Hz
632[UE 5 | RB 1] Throughput = 1.43624 Mbps | SE = 0.03764 bit/s/Hz
732[UE 5 | RB 1] Throughput = 0.95747 Mbps | SE = 0.02509 bit/s/Hz
842[UE 5 | RB 1] Throughput = 1.09414 Mbps | SE = 0.02867 bit/s/Hz
942[UE 5 | RB 1] Throughput = 1.07797 Mbps | SE = 0.02825 bit/s/Hz
1042[UE 5 | RB 1] Throughput = 0.95687 Mbps | SE = 0.02508 bit/s/Hz
1142[UE 5 | RB 1] Throughput = 1.31687 Mbps | SE = 0.03451 bit/s/Hz
1252[UE 5 | RB 1] Throughput = 0.65462 Mbps | SE = 0.01715 bit/s/Hz
1352[UE 5 | RB 1] Throughput = 1.43722 Mbps | SE = 0.03766 bit/s/Hz
1462[UE 5 | RB 1] Throughput = 0.98170 Mbps | SE = 0.02573 bit/s/Hz
1562[UE 5 | RB 1] Throughput = 1.19674 Mbps | SE = 0.03136 bit/s/Hz
1672[UE 5 | RB 1] Throughput = 1.09271 Mbps | SE = 0.02864 bit/s/Hz
1782[UE 5 | RB 1] Throughput = 0.87063 Mbps | SE = 0.02282 bit/s/Hz
1892[UE 5 | RB 1] Throughput = 1.09095 Mbps | SE = 0.02859 bit/s/Hz
1992[UE 5 | RB 1] Throughput = 0.95863 Mbps | SE = 0.02512 bit/s/Hz
2092[UE 5 | RB 1] Throughput = 1.19602 Mbps | SE = 0.03134 bit/s/Hz
2202[UE 5 | RB 1] Throughput = 0.87144 Mbps | SE = 0.02284 bit/s/Hz
2312[UE 5 | RB 1] Throughput = 1.08915 Mbps | SE = 0.02854 bit/s/Hz
2412[UE 5 | RB 1] Throughput = 1.19823 Mbps | SE = 0.03140 bit/s/Hz
2512[UE 5 | RB 1] Throughput = 1.19602 Mbps | SE = 0.03134 bit/s/Hz
2622[UE 5 | RB 1] Throughput = 0.87183 Mbps | SE = 0.02285 bit/s/Hz
2732[UE 5 | RB 1] Throughput = 1.19970 Mbps | SE = 0.03144 bit/s/Hz
2842[UE 5 | RB 1] Throughput = 1.20035 Mbps | SE = 0.03146 bit/s/Hz
2942[UE 5 | RB 1] Throughput = 0.71601 Mbps | SE = 0.01876 bit/s/Hz
3052[UE 5 | RB 1] Throughput = 1.19999 Mbps | SE = 0.03145 bit/s/Hz
3162[UE 5 | RB 1] Throughput = 0.76328 Mbps | SE = 0.02000 bit/s/Hz
3262[UE 5 | RB 1] Throughput = 1.31578 Mbps | SE = 0.03448 bit/s/Hz
3372[UE 5 | RB 1] Throughput = 1.30956 Mbps | SE = 0.03432 bit/s/Hz
3472[UE 5 | RB 1] Throughput = 0.71810 Mbps | SE = 0.01882 bit/s/Hz
3582[UE 5 | RB 1] Throughput = 1.30634 Mbps | SE = 0.03423 bit/s/Hz
3692[UE 5 | RB 1] Throughput = 0.65468 Mbps | SE = 0.01716 bit/s/Hz
3792[UE 5 | RB 1] Throughput = 1.43639 Mbps | SE = 0.03764 bit/s/Hz
3902[UE 5 | RB 1] Throughput = 1.09003 Mbps | SE = 0.02856 bit/s/Hz
4002[UE 5 | RB 1] Throughput = 1.19802 Mbps | SE = 0.03139 bit/s/Hz
4112[UE 5 | RB 1] Throughput = 0.76444 Mbps | SE = 0.02003 bit/s/Hz
