[UTIL]: Setting the config -c file to /usr/local/etc/flexric/flexric.conf
[UTIL]: Setting path -p for the shared libraries to /usr/local/lib/flexric/
[xAapp]: Initializing ... 
[xApp]: nearRT-RIC IP Address = 192.168.70.150, PORT = 36422
[E2 AGENT]: Opening plugin from path = /usr/local/lib/flexric/libkpm_sm.so 
[E2 AGENT]: Opening plugin from path = /usr/local/lib/flexric/libmac_sm.so 
[E2 AGENT]: Opening plugin from path = /usr/local/lib/flexric/libpdcp_sm.so 
[E2 AGENT]: Opening plugin from path = /usr/local/lib/flexric/libgtp_sm.so 
[E2 AGENT]: Opening plugin from path = /usr/local/lib/flexric/librc_sm.so 
[E2 AGENT]: Opening plugin from path = /usr/local/lib/flexric/libtc_sm.so 
[E2 AGENT]: Opening plugin from path = /usr/local/lib/flexric/librlc_sm.so 
[E2 AGENT]: Opening plugin from path = /usr/local/lib/flexric/libslice_sm.so 
[NEAR-RIC]: Loading SM ID = 2 with def = ORAN-E2SM-KPM 
[NEAR-RIC]: Loading SM ID = 142 with def = MAC_STATS_V0 
[NEAR-RIC]: Loading SM ID = 144 with def = PDCP_STATS_V0 
[NEAR-RIC]: Loading SM ID = 148 with def = GTP_STATS_V0 
[NEAR-RIC]: Loading SM ID = 3 with def = ORAN-E2SM-RC 
[NEAR-RIC]: Loading SM ID = 146 with def = TC_STATS_V0 
[NEAR-RIC]: Loading SM ID = 143 with def = RLC_STATS_V0 
[NEAR-RIC]: Loading SM ID = 145 with def = SLICE_STATS_V0 
[xApp]: DB filename = /tmp/flexric/xapp_db 
 [xApp]: E42 SETUP-REQUEST tx
[xApp]: E42 SETUP-RESPONSE rx 
[xApp]: xApp ID = 102 
[xApp]: Registered E2 Nodes = 3 
Connected E2 nodes = 3
[xAPP] Registered node 0 ran func id = 2 
 [xAPP] Registered node 0 ran func id = 3 
 [xAPP] Registered node 0 ran func id = 142 
 [xAPP] Registered node 0 ran func id = 143 
 [xAPP] Registered node 0 ran func id = 144 
 [xAPP] Registered node 0 ran func id = 145 
 [xAPP] Registered node 0 ran func id = 146 
 [xAPP] Registered node 0 ran func id = 148 
 [xApp]: E42 RIC SUBSCRIPTION REQUEST tx RAN_FUNC_ID 144 RIC_REQ_ID 1 
[xApp]: SUBSCRIPTION RESPONSE rx
[xApp]: Successfully subscribed to RAN_FUNC_ID 144 
[xAPP] Registered node 1 ran func id = 2 
 [xAPP] Registered node 1 ran func id = 3 
 [xAPP] Registered node 1 ran func id = 142 
 [xAPP] Registered node 1 ran func id = 143 
 [xAPP] Registered node 1 ran func id = 144 
 [xAPP] Registered node 1 ran func id = 145 
 [xAPP] Registered node 1 ran func id = 146 
 [xAPP] Registered node 1 ran func id = 148 
 [xApp]: E42 RIC SUBSCRIPTION REQUEST tx RAN_FUNC_ID 144 RIC_REQ_ID 2 
[xApp]: SUBSCRIPTION RESPONSE rx
[xApp]: Successfully subscribed to RAN_FUNC_ID 144 
[xAPP] Registered node 2 ran func id = 2 
 [xAPP] Registered node 2 ran func id = 3 
 [xAPP] Registered node 2 ran func id = 142 
 [xAPP] Registered node 2 ran func id = 143 
 [xAPP] Registered node 2 ran func id = 144 
 [xAPP] Registered node 2 ran func id = 145 
 [xAPP] Registered node 2 ran func id = 146 
 [xAPP] Registered node 2 ran func id = 148 
 [xApp]: E42 RIC SUBSCRIPTION REQUEST tx RAN_FUNC_ID 144 RIC_REQ_ID 3 
[xApp]: SUBSCRIPTION RESPONSE rx
[xApp]: Successfully subscribed to RAN_FUNC_ID 144 
122[UE 5 | RB 1] Throughput = 0.98122 Mbps | SE = 0.02571 bit/s/Hz
222[UE 5 | RB 1] Throughput = 0.95733 Mbps | SE = 0.02509 bit/s/Hz
322[UE 5 | RB 1] Throughput = 1.19751 Mbps | SE = 0.03138 bit/s/Hz
432[UE 5 | RB 1] Throughput = 0.87324 Mbps | SE = 0.02288 bit/s/Hz
542[UE 5 | RB 1] Throughput = 1.30815 Mbps | SE = 0.03428 bit/s/Hz
642[UE 5 | RB 1] Throughput = 1.19398 Mbps | SE = 0.03129 bit/s/Hz
752[UE 5 | RB 1] Throughput = 0.97970 Mbps | SE = 0.02567 bit/s/Hz
862[UE 5 | RB 1] Throughput = 0.98099 Mbps | SE = 0.02571 bit/s/Hz
972[UE 5 | RB 1] Throughput = 1.09073 Mbps | SE = 0.02858 bit/s/Hz
1082[UE 5 | RB 1] Throughput = 0.98014 Mbps | SE = 0.02569 bit/s/Hz
1182[UE 5 | RB 1] Throughput = 1.19824 Mbps | SE = 0.03140 bit/s/Hz
1282[UE 5 | RB 1] Throughput = 0.83839 Mbps | SE = 0.02197 bit/s/Hz
1392[UE 5 | RB 1] Throughput = 1.30804 Mbps | SE = 0.03428 bit/s/Hz
1492[UE 5 | RB 1] Throughput = 1.07834 Mbps | SE = 0.02826 bit/s/Hz
1602[UE 5 | RB 1] Throughput = 0.98004 Mbps | SE = 0.02568 bit/s/Hz
1712[UE 5 | RB 1] Throughput = 1.08922 Mbps | SE = 0.02854 bit/s/Hz
1822[UE 5 | RB 1] Throughput = 0.98106 Mbps | SE = 0.02571 bit/s/Hz
1922[UE 5 | RB 1] Throughput = 1.19754 Mbps | SE = 0.03138 bit/s/Hz
2032[UE 5 | RB 1] Throughput = 1.08679 Mbps | SE = 0.02848 bit/s/Hz
2142[UE 5 | RB 1] Throughput = 0.98348 Mbps | SE = 0.02577 bit/s/Hz
2252[UE 5 | RB 1] Throughput = 1.19816 Mbps | SE = 0.03140 bit/s/Hz
2362[UE 5 | RB 1] Throughput = 0.98222 Mbps | SE = 0.02574 bit/s/Hz
2462[UE 5 | RB 1] Throughput = 1.07418 Mbps | SE = 0.02815 bit/s/Hz
2572[UE 5 | RB 1] Throughput = 0.98332 Mbps | SE = 0.02577 bit/s/Hz
2682[UE 5 | RB 1] Throughput = 1.08971 Mbps | SE = 0.02856 bit/s/Hz
2792[UE 5 | RB 1] Throughput = 1.30568 Mbps | SE = 0.03422 bit/s/Hz
2902[UE 5 | RB 1] Throughput = 0.87251 Mbps | SE = 0.02286 bit/s/Hz
3002[UE 5 | RB 1] Throughput = 1.19815 Mbps | SE = 0.03140 bit/s/Hz
3102[UE 5 | RB 1] Throughput = 0.71571 Mbps | SE = 0.01876 bit/s/Hz
3212[UE 5 | RB 1] Throughput = 1.31279 Mbps | SE = 0.03440 bit/s/Hz
3322[UE 5 | RB 1] Throughput = 1.19869 Mbps | SE = 0.03141 bit/s/Hz
3422[UE 5 | RB 1] Throughput = 0.59919 Mbps | SE = 0.01570 bit/s/Hz
3532[UE 5 | RB 1] Throughput = 1.09011 Mbps | SE = 0.02857 bit/s/Hz
3642[UE 5 | RB 1] Throughput = 1.30921 Mbps | SE = 0.03431 bit/s/Hz
3742[UE 5 | RB 1] Throughput = 0.83769 Mbps | SE = 0.02195 bit/s/Hz
3842[UE 5 | RB 1] Throughput = 1.31616 Mbps | SE = 0.03449 bit/s/Hz
3952[UE 5 | RB 1] Throughput = 1.19902 Mbps | SE = 0.03142 bit/s/Hz
4062[UE 5 | RB 1] Throughput = 0.65599 Mbps | SE = 0.01719 bit/s/Hz
4163[UE 5 | RB 1] Throughput = 1.18752 Mbps | SE = 0.03112 bit/s/Hz
